,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,rt,url,stimulus,key_press,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,npress,response
14,0,,image-keyboard-response,14,23995,0.0-3.11-0.11,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,1187.9000000954,,static/images/instructions_CB_3/Slide12.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,,image-keyboard-response,15,25345,0.0-3.12-0.12,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,1347.7000000477,,static/images/instructions_CB_3/Slide13.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,,image-keyboard-response,16,25904,0.0-3.13-0.13,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,557.6000001431,,static/images/instructions_CB_3/Slide14.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,,image-keyboard-response,17,26412,0.0-3.14-0.14,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,506.6999998093,,static/images/instructions_CB_3/Slide15.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,,image-keyboard-response,18,27327,0.0-3.15-0.15,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,913.7999999523,,static/images/instructions_CB_3/Slide16.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,,image-keyboard-response,19,27918,0.0-3.16-0.16,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,589.5,,static/images/instructions_CB_3/Slide17.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,,image-keyboard-response,20,29462,0.0-3.17-0.17,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,1542.2000000477,,static/images/instructions_CB_3/Slide18.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,,image-keyboard-response,21,30393,0.0-3.18-0.18,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,929.7999999523,,static/images/instructions_CB_3/Slide19.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,,html-keyboard-response,22,31910,0.0-4.0-0.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,,html-keyboard-response,23,35419,0.0-4.0-1.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,,html-keyboard-response,24,35420,0.0-4.0-2.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,,html-keyboard-response,25,36944,0.0-4.0-3.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">Too slow!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,,html-keyboard-response,26,37463,0.0-4.0-4.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,0.0,A,,black,,moons,,,,A,black,moons,,1.0,1.0,NA,,,,,,,,
27,0,,html-keyboard-response,27,38965,0.0-4.1-0.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,,html-keyboard-response,28,41145,0.0-4.1-1.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,1666.0999999046,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
29,0,,html-keyboard-response,29,42660,0.0-4.1-2.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/7_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,,html-keyboard-response,30,44171,0.0-4.1-3.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,,html-keyboard-response,31,44692,0.0-4.1-4.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,1.0,B,,red,,moons,,,,B,red,moons,,0.0,1.0,0,right,1666.0999999046,7.0,1.0,1.0,,,
32,0,,html-keyboard-response,32,46198,0.0-4.2-0.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,,html-keyboard-response,33,46759,0.0-4.2-1.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,43.7999999523,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
34,0,,html-keyboard-response,34,48274,0.0-4.2-2.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/4_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,,html-keyboard-response,35,49804,0.0-4.2-3.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,,html-keyboard-response,36,50324,0.0-4.2-4.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,2.0,C,,black,,stars,,,,C,black,stars,,1.0,0.0,NA,left,43.7999999523,4.0,0.0,0.0,,,
37,0,,html-keyboard-response,37,51829,0.0-4.3-0.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,,html-keyboard-response,38,52975,0.0-4.3-1.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,628.9000000954,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
39,0,,html-keyboard-response,39,54483,0.0-4.3-2.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/3_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,,html-keyboard-response,40,56014,0.0-4.3-3.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,,html-keyboard-response,41,56530,0.0-4.3-4.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,3.0,D,,red,,stars,,,,D,red,stars,,0.0,0.0,1,left,628.9000000954,3.0,0.0,1.0,,,
42,0,,html-keyboard-response,42,58039,0.0-4.4-0.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_red_bolts.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0,,html-keyboard-response,43,59524,0.0-4.4-1.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,967.3999998569,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
44,0,,html-keyboard-response,44,61031,0.0-4.4-2.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/8_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,,html-keyboard-response,45,62559,0.0-4.4-3.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,,html-keyboard-response,46,63079,0.0-4.4-4.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,4.0,Xc,,red,,bolts,,,,Xc,red,bolts,,1.0,0.0,NA,right,967.3999998569,8.0,1.0,1.0,,,
47,0,,html-keyboard-response,47,64585,0.0-4.5-0.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_black_bolts.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,,html-keyboard-response,48,65654,0.0-4.5-1.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,551.7999999523,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
49,0,,html-keyboard-response,49,67164,0.0-4.5-2.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/1_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0,,html-keyboard-response,50,68693,0.0-4.5-3.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0,,html-keyboard-response,51,69211,0.0-4.5-4.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,5.0,Xnc,,black,,bolts,,,,Xnc,black,bolts,,0.0,0.0,1,left,551.7999999523,1.0,0.0,1.0,,,
52,0,,html-keyboard-response,52,70719,0.0-4.6-0.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,,html-keyboard-response,53,71794,0.0-4.6-1.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,558.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
54,0,,html-keyboard-response,54,73306,0.0-4.6-2.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/3_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,,html-keyboard-response,55,74836,0.0-4.6-3.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0,,html-keyboard-response,56,75353,0.0-4.6-4.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,6.0,A,,black,,moons,,,,A,black,moons,,1.0,1.0,NA,left,558.0,3.0,0.0,0.0,,,
57,0,,html-keyboard-response,57,76856,0.0-4.7-0.7,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,,html-keyboard-response,58,77774,0.0-4.7-1.7,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,401.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
59,0,,html-keyboard-response,59,79287,0.0-4.7-2.7,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/2_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,,html-keyboard-response,60,80804,0.0-4.7-3.7,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,,html-keyboard-response,61,81310,0.0-4.7-4.7,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,7.0,B,,red,,moons,,,,B,red,moons,,0.0,1.0,0,right,401.0,2.0,0.0,0.0,,,
62,0,,html-keyboard-response,62,82816,0.0-4.8-0.8,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,,html-keyboard-response,63,83755,0.0-4.8-1.8,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,424.5999999046,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
64,0,,html-keyboard-response,64,85261,0.0-4.8-2.8,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/8_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,,html-keyboard-response,65,86783,0.0-4.8-3.8,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,,html-keyboard-response,66,87303,0.0-4.8-4.8,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,8.0,C,,black,,stars,,,,C,black,stars,,1.0,0.0,NA,left,424.5999999046,8.0,1.0,0.0,,,
67,0,,html-keyboard-response,67,88812,0.0-4.9-0.9,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,,html-keyboard-response,68,89823,0.0-4.9-1.9,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,494.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
